modal,hora_pedido,dt,Ano,Mês,Dia,hora,Dia da Semana,Parte do dia,Bairro,Cidade,País
CAR,2020-09-10 17:36:30.299,2020-09-10,2020,Setembro,10,17,Quinta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-11-27 12:30:59.049,2020-11-27,2020,Novembro,27,12,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 13:45:19.562,2020-11-27,2020,Novembro,27,13,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 16:51:23.652,2020-11-27,2020,Novembro,27,16,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 15:11:35.799,2020-11-27,2020,Novembro,27,15,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 12:52:00.190,2020-11-27,2020,Novembro,27,12,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 13:35:21.715,2020-11-27,2020,Novembro,27,13,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 15:50:53.678,2020-11-27,2020,Novembro,27,15,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 10:58:41.121,2020-11-27,2020,Novembro,27,10,Sexta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 10:14:07.881,2020-11-27,2020,Novembro,27,10,Sexta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 10:57:34.705,2020-11-27,2020,Novembro,27,10,Sexta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 12:42:12.662,2020-11-27,2020,Novembro,27,12,Sexta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-27 18:54:28.108,2020-11-27,2020,Novembro,27,18,Sexta-feira,Noite, Vila Redenção, GOIANIA, Brazil
CAR,2020-11-27 20:45:49.147,2020-11-27,2020,Novembro,27,20,Sexta-feira,Noite, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-11-27 08:19:14.436,2020-11-27,2020,Novembro,27,8,Sexta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-11-27 09:07:43.252,2020-11-27,2020,Novembro,27,9,Sexta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-11-27 09:56:53.868,2020-11-27,2020,Novembro,27,9,Sexta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-11-18 09:45:35.231,2020-11-18,2020,Novembro,18,9,Quarta-feira,Manhã, AEROVIARIO, GOIANIA, Brazil
CAR,2020-11-18 17:57:08.724,2020-11-18,2020,Novembro,18,17,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-11-18 14:20:07.907,2020-11-18,2020,Novembro,18,14,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-11-18 14:53:58.902,2020-11-18,2020,Novembro,18,14,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-11-18 14:45:51.901,2020-11-18,2020,Novembro,18,14,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-11-18 08:37:40.430,2020-11-18,2020,Novembro,18,8,Quarta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 15:10:08.598,2020-11-18,2020,Novembro,18,15,Quarta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 20:04:33.496,2020-11-18,2020,Novembro,18,20,Quarta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 19:59:24.023,2020-11-18,2020,Novembro,18,19,Quarta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 20:57:31.199,2020-11-18,2020,Novembro,18,20,Quarta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 18:22:54.675,2020-11-18,2020,Novembro,18,18,Quarta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 18:54:21.849,2020-11-18,2020,Novembro,18,18,Quarta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 08:53:19.662,2020-11-18,2020,Novembro,18,8,Quarta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 08:01:31.711,2020-11-18,2020,Novembro,18,8,Quarta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-18 15:10:41.236,2020-11-18,2020,Novembro,18,15,Quarta-feira,Tarde,,,
CAR,2020-11-02 23:48:48.546,2020-11-02,2020,Novembro,2,23,Segunda-feira,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-11-02 12:06:01.922,2020-11-02,2020,Novembro,2,12,Segunda-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-11-02 21:05:08.980,2020-11-02,2020,Novembro,2,21,Segunda-feira,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-28 11:47:11.462,2020-10-28,2020,Outubro,28,11,Quarta-feira,Manhã, SET BUENO, GOIANIA, Brazil
CAR,2020-10-28 17:38:56.804,2020-10-28,2020,Outubro,28,17,Quarta-feira,Tarde, JARDIM COLORADO, GOIANIA, Brazil
CAR,2020-10-28 14:28:53.890,2020-10-28,2020,Outubro,28,14,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-10-28 15:03:07.188,2020-10-28,2020,Outubro,28,15,Quarta-feira,Tarde, AEROVIARIO, GOIANIA, Brazil
CAR,2020-10-28 09:29:51.995,2020-10-28,2020,Outubro,28,9,Quarta-feira,Manhã, AEROVIARIO, GOIANIA, Brazil
CAR,2020-10-28 15:04:51.109,2020-10-28,2020,Outubro,28,15,Quarta-feira,Tarde, AEROVIARIO, GOIANIA, Brazil
CAR,2020-10-28 11:01:16.659,2020-10-28,2020,Outubro,28,11,Quarta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-28 09:07:21.540,2020-10-28,2020,Outubro,28,9,Quarta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-28 09:16:19.642,2020-10-28,2020,Outubro,28,9,Quarta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-28 10:12:04.129,2020-10-28,2020,Outubro,28,10,Quarta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-28 10:47:14.906,2020-10-28,2020,Outubro,28,10,Quarta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2021-02-15 13:23:16.236,2021-02-15,2021,Fevereiro,15,13,Segunda-feira,Tarde, SET BUENO, GOIANIA, Brazil
CAR,2020-09-24 07:54:54.192,2020-09-24,2020,Setembro,24,7,Quinta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-09-24 09:04:13.201,2020-09-24,2020,Setembro,24,9,Quinta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-09-24 09:18:36.696,2020-09-24,2020,Setembro,24,9,Quinta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-09-24 11:52:46.714,2020-09-24,2020,Setembro,24,11,Quinta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-09-24 12:17:56.825,2020-09-24,2020,Setembro,24,12,Quinta-feira,Tarde, LOT FAICALVILLE, GOIANIA, Brazil
CAR,2020-09-24 12:37:40.252,2020-09-24,2020,Setembro,24,12,Quinta-feira,Tarde, LOT FAICALVILLE, GOIANIA, Brazil
CAR,2020-09-24 08:20:47.477,2020-09-24,2020,Setembro,24,8,Quinta-feira,Manhã, LOT FAICALVILLE, GOIANIA, Brazil
CAR,2020-09-24 14:26:28.002,2020-09-24,2020,Setembro,24,14,Quinta-feira,Tarde, PARQUE REAL, APARECIDA DE GOIANIA, Brazil
CAR,2020-09-24 15:28:34.751,2020-09-24,2020,Setembro,24,15,Quinta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-09-24 14:58:07.738,2020-09-24,2020,Setembro,24,14,Quinta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-09-24 07:18:38.509,2020-09-24,2020,Setembro,24,7,Quinta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-09-24 11:02:31.321,2020-09-24,2020,Setembro,24,11,Quinta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-09-24 10:31:13.631,2020-09-24,2020,Setembro,24,10,Quinta-feira,Manhã, Cidade Vera Cruz, APARECIDA DE GOIANIA, Brazil
CAR,2020-09-24 10:42:12.807,2020-09-24,2020,Setembro,24,10,Quinta-feira,Manhã, Cidade Vera Cruz, APARECIDA DE GOIANIA, Brazil
CAR,2021-05-18 11:45:21.500,2021-05-18,2021,Maio,18,11,Terça-feira,Manhã, SETOR MARISTA, GOIANIA, Brazil
CAR,2021-05-18 11:45:49.274,2021-05-18,2021,Maio,18,11,Terça-feira,Manhã, SETOR MARISTA, GOIANIA, Brazil
CAR,2020-12-23 13:31:47.828,2020-12-23,2020,Dezembro,23,13,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-12-23 13:01:21.625,2020-12-23,2020,Dezembro,23,13,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-10-22 10:10:21.194,2020-10-22,2020,Outubro,22,10,Quinta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-22 14:57:44.811,2020-10-22,2020,Outubro,22,14,Quinta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-22 10:34:59.732,2020-10-22,2020,Outubro,22,10,Quinta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-22 14:30:45.131,2020-10-22,2020,Outubro,22,14,Quinta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-22 14:13:29.069,2020-10-22,2020,Outubro,22,14,Quinta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-22 09:11:15.741,2020-10-22,2020,Outubro,22,9,Quinta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-22 13:02:01.960,2020-10-22,2020,Outubro,22,13,Quinta-feira,Tarde, SET BUENO, GOIANIA, Brazil
CAR,2020-10-22 17:49:26.624,2020-10-22,2020,Outubro,22,17,Quinta-feira,Tarde, Vila Redenção, GOIANIA, Brazil
CAR,2020-10-22 16:28:38.297,2020-10-22,2020,Outubro,22,16,Quinta-feira,Tarde, Vila Redenção, GOIANIA, Brazil
CAR,2020-10-22 15:26:39.237,2020-10-22,2020,Outubro,22,15,Quinta-feira,Tarde, Bela Vista, GOIANIA, Brazil
CAR,2020-10-22 15:32:04.788,2020-10-22,2020,Outubro,22,15,Quinta-feira,Tarde, Bela Vista, GOIANIA, Brazil
CAR,2020-10-22 15:10:51.489,2020-10-22,2020,Outubro,22,15,Quinta-feira,Tarde, Bela Vista, GOIANIA, Brazil
CAR,2020-10-22 21:32:02.097,2020-10-22,2020,Outubro,22,21,Quinta-feira,Noite, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-07 10:54:25.138,2020-10-07,2020,Outubro,7,10,Quarta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-10-07 10:34:50.818,2020-10-07,2020,Outubro,7,10,Quarta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-10-07 13:45:26.785,2020-10-07,2020,Outubro,7,13,Quarta-feira,Tarde, LOT FAICALVILLE, GOIANIA, Brazil
CAR,2020-10-07 19:35:26.603,2020-10-07,2020,Outubro,7,19,Quarta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-07 12:08:15.680,2020-10-07,2020,Outubro,7,12,Quarta-feira,Tarde, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-07 12:15:49.346,2020-10-07,2020,Outubro,7,12,Quarta-feira,Tarde, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-07 16:44:21.060,2020-10-07,2020,Outubro,7,16,Quarta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-07 13:15:18.871,2020-10-07,2020,Outubro,7,13,Quarta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-07 23:20:11.765,2020-10-07,2020,Outubro,7,23,Quarta-feira,Noite, Setor Novo Horizonte, GOIANIA, Brazil
CAR,2020-10-07 18:57:55.732,2020-10-07,2020,Outubro,7,18,Quarta-feira,Noite, Bela Vista, GOIANIA, Brazil
CAR,2020-10-07 14:12:58.629,2020-10-07,2020,Outubro,7,14,Quarta-feira,Tarde, JARDIM COLORADO, GOIANIA, Brazil
CAR,2020-10-07 10:44:23.573,2020-10-07,2020,Outubro,7,10,Quarta-feira,Manhã, JARDIM NOVO MUNDO, GOIANIA, Brazil
CAR,2020-11-15 20:29:51.864,2020-11-15,2020,Novembro,15,20,Domingo,Noite, Jardim Goiás, GOIANIA, Brazil
CAR,2020-11-15 20:26:45.516,2020-11-15,2020,Novembro,15,20,Domingo,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-09-23 19:08:50.212,2020-09-23,2020,Setembro,23,19,Quarta-feira,Noite, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-09-23 17:43:51.070,2020-09-23,2020,Setembro,23,17,Quarta-feira,Tarde, JARDIM COLORADO, GOIANIA, Brazil
CAR,2020-09-23 16:10:00.544,2020-09-23,2020,Setembro,23,16,Quarta-feira,Tarde, JARDIM COLORADO, GOIANIA, Brazil
CAR,2020-09-23 15:35:33.905,2020-09-23,2020,Setembro,23,15,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-09-23 14:45:04.010,2020-09-23,2020,Setembro,23,14,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-09-23 15:49:31.971,2020-09-23,2020,Setembro,23,15,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-09-23 21:14:12.669,2020-09-23,2020,Setembro,23,21,Quarta-feira,Noite, Bela Vista, GOIANIA, Brazil
CAR,2020-09-23 12:07:18.231,2020-09-23,2020,Setembro,23,12,Quarta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 12:06:15.872,2020-12-03,2020,Dezembro,3,12,Quinta-feira,Tarde, VILA BRASILIA, APARECIDA DE GOIANIA, Brazil
CAR,2020-12-03 12:20:14.751,2020-12-03,2020,Dezembro,3,12,Quinta-feira,Tarde, VILA BRASILIA, APARECIDA DE GOIANIA, Brazil
CAR,2020-12-03 18:04:11.215,2020-12-03,2020,Dezembro,3,18,Quinta-feira,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-12-03 18:58:48.819,2020-12-03,2020,Dezembro,3,18,Quinta-feira,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-12-03 21:29:37.330,2020-12-03,2020,Dezembro,3,21,Quinta-feira,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-12-03 07:16:32.350,2020-12-03,2020,Dezembro,3,7,Quinta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-12-03 19:09:52.654,2020-12-03,2020,Dezembro,3,19,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 14:12:28.012,2020-12-03,2020,Dezembro,3,14,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 12:48:06.476,2020-12-03,2020,Dezembro,3,12,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 12:55:00.318,2020-12-03,2020,Dezembro,3,12,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 13:59:31.467,2020-12-03,2020,Dezembro,3,13,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 14:05:23.538,2020-12-03,2020,Dezembro,3,14,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 19:04:19.970,2020-12-03,2020,Dezembro,3,19,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 12:16:00.416,2020-12-03,2020,Dezembro,3,12,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-12-03 01:13:28.238,2020-12-03,2020,Dezembro,3,1,Quinta-feira,Noite, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-12-03 08:43:59.480,2020-12-03,2020,Dezembro,3,8,Quinta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-12-03 16:07:00.526,2020-12-03,2020,Dezembro,3,16,Quinta-feira,Tarde, SET BUENO, GOIANIA, Brazil
CAR,2020-12-03 15:22:20.714,2020-12-03,2020,Dezembro,3,15,Quinta-feira,Tarde, JARDIM SANTO ANTONIO, APARECIDA DE GOIANIA, Brazil
CAR,2021-07-18 18:02:34.630,2021-07-18,2021,Julho,18,18,Domingo,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 14:55:29.751,2020-10-08,2020,Outubro,8,14,Quinta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-10-08 14:45:44.457,2020-10-08,2020,Outubro,8,14,Quinta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-10-08 14:00:40.537,2020-10-08,2020,Outubro,8,14,Quinta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-10-08 20:29:25.892,2020-10-08,2020,Outubro,8,20,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 08:27:17.795,2020-10-08,2020,Outubro,8,8,Quinta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 19:13:29.124,2020-10-08,2020,Outubro,8,19,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 09:54:58.276,2020-10-08,2020,Outubro,8,9,Quinta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 19:42:39.906,2020-10-08,2020,Outubro,8,19,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 20:38:48.344,2020-10-08,2020,Outubro,8,20,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 18:33:40.678,2020-10-08,2020,Outubro,8,18,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 21:42:43.077,2020-10-08,2020,Outubro,8,21,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-08 11:56:15.863,2020-10-08,2020,Outubro,8,11,Quinta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-08 13:54:39.180,2020-10-08,2020,Outubro,8,13,Quinta-feira,Tarde, SET BUENO, GOIANIA, Brazil
CAR,2020-10-08 03:07:21.925,2020-10-08,2020,Outubro,8,3,Quinta-feira,Noite, Setor Novo Horizonte, GOIANIA, Brazil
CAR,2020-10-08 07:52:22.676,2020-10-08,2020,Outubro,8,7,Quinta-feira,Manhã, Setor Novo Horizonte, GOIANIA, Brazil
CAR,2020-10-08 16:45:58.399,2020-10-08,2020,Outubro,8,16,Quinta-feira,Tarde, Bela Vista, GOIANIA, Brazil
CAR,2021-01-24 18:42:00.111,2021-01-24,2021,Janeiro,24,18,Domingo,Noite, JARDIM GUANABARA, GOIANIA, Brazil
CAR,2021-01-24 20:53:05.724,2021-01-24,2021,Janeiro,24,20,Domingo,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2021-01-24 18:50:11.333,2021-01-24,2021,Janeiro,24,18,Domingo,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2021-01-24 14:06:20.043,2021-01-24,2021,Janeiro,24,14,Domingo,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-29 12:55:32.561,2020-10-29,2020,Outubro,29,12,Quinta-feira,Tarde, Vila Jardim São Judas Tadeu, GOIANIA, Brazil
CAR,2020-10-29 12:03:57.621,2020-10-29,2020,Outubro,29,12,Quinta-feira,Tarde, Vila Jardim São Judas Tadeu, GOIANIA, Brazil
CAR,2020-10-29 15:59:49.506,2020-10-29,2020,Outubro,29,15,Quinta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-10-29 15:02:43.217,2020-10-29,2020,Outubro,29,15,Quinta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-10-29 09:32:38.252,2020-10-29,2020,Outubro,29,9,Quinta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-10-29 17:04:13.988,2020-10-29,2020,Outubro,29,17,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-29 11:33:27.104,2020-10-29,2020,Outubro,29,11,Quinta-feira,Manhã, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-29 16:36:25.004,2020-10-29,2020,Outubro,29,16,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-29 10:34:04.817,2020-10-29,2020,Outubro,29,10,Quinta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-29 10:58:37.658,2020-10-29,2020,Outubro,29,10,Quinta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-29 10:32:20.303,2020-10-29,2020,Outubro,29,10,Quinta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-02 12:15:18.429,2020-10-02,2020,Outubro,2,12,Sexta-feira,Tarde, SET BUENO, GOIANIA, Brazil
CAR,2020-10-02 22:41:20.435,2020-10-02,2020,Outubro,2,22,Sexta-feira,Noite, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-10-02 19:05:06.315,2020-10-02,2020,Outubro,2,19,Sexta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-10-02 12:15:17.752,2020-10-02,2020,Outubro,2,12,Sexta-feira,Tarde, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-10-02 10:49:47.809,2020-10-02,2020,Outubro,2,10,Sexta-feira,Manhã, AEROVIARIO, GOIANIA, Brazil
CAR,2020-11-30 17:21:00.924,2020-11-30,2020,Novembro,30,17,Segunda-feira,Tarde, SET BUENO, GOIANIA, Brazil
CAR,2020-11-30 15:14:42.485,2020-11-30,2020,Novembro,30,15,Segunda-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2020-11-30 13:31:29.162,2020-11-30,2020,Novembro,30,13,Segunda-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2021-07-22 07:48:33.228,2021-07-22,2021,Julho,22,7,Quinta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2021-07-22 10:48:13.050,2021-07-22,2021,Julho,22,10,Quinta-feira,Manhã, JARDIM NOVA ERA, APARECIDA DE GOIANIA, Brazil
CAR,2020-10-16 15:46:12.037,2020-10-16,2020,Outubro,16,15,Sexta-feira,Tarde, AEROVIARIO, GOIANIA, Brazil
CAR,2020-10-16 15:36:37.892,2020-10-16,2020,Outubro,16,15,Sexta-feira,Tarde, AEROVIARIO, GOIANIA, Brazil
CAR,2020-10-16 15:06:40.126,2020-10-16,2020,Outubro,16,15,Sexta-feira,Tarde, AEROVIARIO, GOIANIA, Brazil
CAR,2020-10-16 16:37:24.216,2020-10-16,2020,Outubro,16,16,Sexta-feira,Tarde, JARDIM GUANABARA, GOIANIA, Brazil
CAR,2020-10-16 17:25:53.125,2020-10-16,2020,Outubro,16,17,Sexta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2021-02-18 21:33:28.526,2021-02-18,2021,Fevereiro,18,21,Quinta-feira,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2021-02-18 21:29:48.037,2021-02-18,2021,Fevereiro,18,21,Quinta-feira,Noite, Setor Sudoeste, GOIANIA, Brazil
CAR,2021-02-18 17:30:37.920,2021-02-18,2021,Fevereiro,18,17,Quinta-feira,Tarde, Setor Sudoeste, GOIANIA, Brazil
CAR,2021-02-18 09:23:33.364,2021-02-18,2021,Fevereiro,18,9,Quinta-feira,Manhã, SET BUENO, GOIANIA, Brazil
CAR,2020-11-25 10:44:34.811,2020-11-25,2020,Novembro,25,10,Quarta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-11-25 11:09:59.561,2020-11-25,2020,Novembro,25,11,Quarta-feira,Manhã, SETOR LESTE UNIVERSITÁRIO, GOIANIA, Brazil
CAR,2020-11-25 13:53:49.880,2020-11-25,2020,Novembro,25,13,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-11-25 13:32:29.522,2020-11-25,2020,Novembro,25,13,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2020-11-25 12:37:58.670,2020-11-25,2020,Novembro,25,12,Quarta-feira,Tarde, Jardim Goiás, GOIANIA, Brazil
CAR,2021-04-08 10:51:41.061,2021-04-08,2021,Abril,8,10,Quinta-feira,Manhã, SET BUENO, GOIANIA, Brazil
CAR,2021-04-08 10:56:54.807,2021-04-08,2021,Abril,8,10,Quinta-feira,Manhã, SET BUENO, GOIANIA, Brazil
CAR,2021-04-08 10:22:44.700,2021-04-08,2021,Abril,8,10,Quinta-feira,Manhã, SET BUENO, GOIANIA, Brazil
CAR,2021-04-08 14:18:32.947,2021-04-08,2021,Abril,8,14,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2021-04-08 16:22:52.374,2021-04-08,2021,Abril,8,16,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2021-04-08 01:39:17.732,2021-04-08,2021,Abril,8,1,Quinta-feira,Noite, JARDIM GOIAS, GOIANIA, Brazil
CAR,2021-04-08 13:56:04.262,2021-04-08,2021,Abril,8,13,Quinta-feira,Tarde, JARDIM GOIAS, GOIANIA, Brazil
CAR,2021-04-08 11:04:22.009,2021-04-08,2021,Abril,8,11,Quinta-feira,Manhã,,,
CAR,2021-04-08 10:11:26.054,2021-04-08,2021,Abril,8,10,Quinta-feira,Manhã, Jardim Goiás, GOIANIA, Brazil
CAR,2021-01-13 11:21:33.831,2021-01-13,2021,Janeiro,13,11,Quarta-feira,Manhã, JARDIM COLORADO, GOIANIA, Brazil
CAR,2021-01-13 11:45:36.880,2021-01-13,2021,Janeiro,13,11,Quarta-feira,Manhã, JARDIM COLORADO, GOIANIA, Brazil
CAR,2020-12-30 10:09:44.479,2020-12-30,2020,Dezembro,30,10,Quarta-feira,Manhã, Setor Sudoeste, GOIANIA, Brazil
CAR,2020-09-26 10:38:05.712,2020-09-26,2020,Setembro,26,10,Sábado,Manhã, Cidade Vera Cruz, APARECIDA DE GOIANIA, Brazil
