Profile Name,Start Time,Duration,Device Type,Bookmark,Latest Bookmark,Country,Ano,Mês,Dia,hour,Dia da Semana,Duration (min),Duration (hours),Duration (days),Name Title,Temporada,Episódio,Type View,Parte do dia
Jheysson,2020-04-15 00:08:27,00:02:04,Chrome PC (Cadmium),00:02:04,Not latest view,BR (Brazil),2020,Abril,15,0,Quarta-feira,2.066666666666667,0.03444444444444445,0.0014351851851851854,Milagre na Cela 7,,,Filme,Madrugada
Jheysson,2020-04-10 00:05:07,00:57:28,Chrome PC (Cadmium),00:56:29,00:56:29,BR (Brazil),2020,Abril,10,0,Sexta-feira,57.46666666666667,0.9577777777777778,0.03990740740740741,La casa de papel, El fenómeno,,Filme,Madrugada
Jheysson,2020-04-09 04:52:55,00:57:27,Chrome PC (Cadmium),00:58:16,00:58:16,BR (Brazil),2020,Abril,9,4,Quinta-feira,57.45,0.9575,0.03989583333333333,La casa de papel, Parte 4, Plano Paris (Episódio 8),Serie TV,Madrugada
Jheysson,2020-04-09 04:38:29,00:14:01,Chrome PC (Cadmium),00:50:19,00:50:19,BR (Brazil),2020,Abril,9,4,Quinta-feira,14.016666666666667,0.23361111111111113,0.009733796296296298,La casa de papel, Parte 4, Derrube a barraca (Episódio 7),Serie TV,Madrugada
Jheysson,2020-04-09 01:54:36,00:37:51,Chrome PC (Cadmium),00:38:40,Not latest view,BR (Brazil),2020,Abril,9,1,Quinta-feira,37.85,0.6308333333333334,0.026284722222222223,La casa de papel, Parte 4, Derrube a barraca (Episódio 7),Serie TV,Madrugada
Jheysson,2020-04-09 00:33:31,00:43:20,Chrome PC (Cadmium),00:44:04,00:44:04,BR (Brazil),2020,Abril,9,0,Quinta-feira,43.333333333333336,0.7222222222222222,0.03009259259259259,La casa de papel, Parte 4, Nocaute técnico (Episódio 6),Serie TV,Madrugada
Jheysson,2020-04-07 06:02:12,00:02:31,Chrome PC (Cadmium),00:02:40,Not latest view,BR (Brazil),2020,Abril,7,6,Terça-feira,2.5166666666666666,0.041944444444444444,0.0017476851851851852,La casa de papel, Parte 4, Nocaute técnico (Episódio 6),Serie TV,Manhã
Jheysson,2020-04-07 04:59:42,00:39:42,Chrome PC (Cadmium),00:40:49,00:40:49,BR (Brazil),2020,Abril,7,4,Terça-feira,39.7,0.6616666666666667,0.02756944444444445,La casa de papel, Parte 4, Cinco minutos antes (Episódio 5),Serie TV,Madrugada
Jheysson,2020-04-07 03:41:58,00:50:49,Chrome PC (Cadmium),00:51:26,00:51:26,BR (Brazil),2020,Abril,7,3,Terça-feira,50.81666666666667,0.8469444444444445,0.035289351851851856,La casa de papel, Parte 4, Suspiros da Espanha (Episódio 4),Serie TV,Madrugada
Jheysson,2020-04-07 03:39:04,00:02:50,Chrome PC (Cadmium),00:40:21,00:40:21,BR (Brazil),2020,Abril,7,3,Terça-feira,2.8333333333333335,0.04722222222222223,0.001967592592592593,La casa de papel, Parte 4, Aula de anatomia (Episódio 3),Serie TV,Madrugada
Jheysson,2020-04-07 02:17:40,00:02:29,Chrome PC (Cadmium),00:02:42,Not latest view,BR (Brazil),2020,Abril,7,2,Terça-feira,2.4833333333333334,0.04138888888888889,0.0017245370370370372,La casa de papel, Parte 4, Aula de anatomia (Episódio 3),Serie TV,Madrugada
Jheysson,2020-04-05 06:23:32,00:40:11,Chrome PC (Cadmium),00:40:16,Not latest view,BR (Brazil),2020,Abril,5,6,Domingo,40.18333333333333,0.6697222222222222,0.027905092592592592,La casa de papel, Parte 4, Aula de anatomia (Episódio 3),Serie TV,Manhã
Jheysson,2020-04-05 06:14:03,00:09:28,Chrome PC (Cadmium),00:42:45,00:42:45,BR (Brazil),2020,Abril,5,6,Domingo,9.466666666666667,0.15777777777777777,0.006574074074074073,La casa de papel, Parte 4, Casamento de Berlim (Episódio 2),Serie TV,Manhã
Jheysson,2020-04-05 04:25:40,00:32:19,Chrome PC (Cadmium),00:33:17,Not latest view,BR (Brazil),2020,Abril,5,4,Domingo,32.31666666666667,0.5386111111111112,0.02244212962962963,La casa de papel, Parte 4, Casamento de Berlim (Episódio 2),Serie TV,Madrugada
Jheysson,2020-04-04 18:23:03,00:50:56,Chrome PC (Cadmium),00:51:00,00:51:00,BR (Brazil),2020,Abril,4,18,Sábado,50.93333333333333,0.8488888888888888,0.035370370370370365,La casa de papel, Parte 4, Fim de jogo (Episódio 1),Serie TV,Madrugada
Jheysson,2020-04-02 04:51:44,00:16:52,Chrome PC (Cadmium),02:02:43,02:02:43,BR (Brazil),2020,Abril,2,4,Quinta-feira,16.866666666666667,0.28111111111111114,0.011712962962962965,Epidemia,,,Filme,Madrugada
Jheysson,2020-04-02 00:19:54,01:45:50,Chrome PC (Cadmium),01:45:50,Not latest view,BR (Brazil),2020,Abril,2,0,Quinta-feira,105.83333333333333,1.7638888888888888,0.07349537037037036,Epidemia,,,Filme,Madrugada
Jheysson,2020-03-29 05:49:08,02:12:54,Chrome PC (Cadmium),02:11:53,02:11:53,BR (Brazil),2020,Março,29,5,Domingo,132.9,2.2150000000000003,0.09229166666666667,Invencível,,,Filme,Madrugada
